photo.code,str.code,lado,site,origin,nursery,frag.date,date,month,year,gira,area.cm2,num.frag,mort.,mort.parc,perd,blanq,notas,analizador
DSCN0911,92,6,Playa Pelonas,,arana,,,7,2022,22-Jul,77.959,6,0,1,0,0,Foto muy lejos,Tania
DSCN0912,92,7,Playa Pelonas,,arana,,,7,2022,22-Jul,910.272,15,0,0,0,0,,Tania
DSCN0880,93,1,Playa Pelonas,,arana,,,7,2022,22-Jul,74.4,7,0,0,1,0,,Tania
DSCN0881,93,2,Playa Pelonas,,arana,,,7,2022,22-Jul,86.795,3,1,0,0,0,,Tania
DSCN0882,93,3,Playa Pelonas,,arana,,,7,2022,22-Jul,97.749,4,0,0,0,0,,Tania
DSCN0883,93,4,Playa Pelonas,,arana,,,7,2022,22-Jul,43.172,4,0,0,0,0,,Tania
DSCN0884,93,5,Playa Pelonas,,arana,,,7,2022,22-Jul,100.38,4,0,0,1,0,,Tania
DSCN0885,93,6,Playa Pelonas,,arana,,,7,2022,22-Jul,77.731,4,1,0,0,0,,Tania
DSCN0886,93,7,Playa Pelonas,,arana,,,7,2022,22-Jul,557.178,15,1,0,0,0,,Tania
DSCN0914,94,1,Playa Pelonas,,arana,,,7,2022,22-Jul,43.202,3,0,0,0,0,Es la misma que la DSCN0920,Tania
DSCN0915,94,2,Playa Pelonas,,arana,,,7,2022,22-Jul,44.276,3,0,0,0,0,"Revisar crecimiento abajo, no sé que es",Tania
DSCN0916,94,3,Playa Pelonas,,arana,,,7,2022,22-Jul,60.875,2,0,0,0,0,,Tania
DSCN0917,94,4,Playa Pelonas,,arana,,,7,2022,22-Jul,38.974,3,1,0,0,0,Imagen confusa,Tania
DSCN0918,94,5,Playa Pelonas,,arana,,,7,2022,22-Jul,59.543,3,0,0,0,0,,Tania
DSCN0919,94,6,Playa Pelonas,,arana,,,7,2022,22-Jul,41.996,4,0,0,0,0,,Tania
DSCN0921,94,7,Playa Pelonas,,arana,,,7,2022,22-Jul,261.768,7,0,0,2,0,,Tania
DSCN1649,91,1,Playa Pelonas,,arana,,,8,2022,ago-22,62.393,3,0,0,2,0,,Tania
DSCN1650,91,2,Playa Pelonas,,arana,,,8,2022,ago-22,21.478,3,0,0,0,0,,Tania
DSCN1651,91,3,Playa Pelonas,,arana,,,8,2022,ago-22,34.37,3,0,0,0,0,,Tania
DSCN1652,91,4,Playa Pelonas,,arana,,,8,2022,ago-22,67.919,3,0,0,0,0,,Tania
DSCN1653,91,5,Playa Pelonas,,arana,,,8,2022,ago-22,35.277,1,0,0,1,0,,Tania
DSCN1654,91,6,Playa Pelonas,,arana,,,8,2022,ago-22,36.728,4,0,0,0,0,,Tania
DSCN1655,91,7,Playa Pelonas,,arana,,,8,2022,ago-22,803.446,11,0,2,0,0,,Tania
DSCN1667,92,1,Playa Pelonas,,arana,,,8,2022,ago-22,252.206,7,0,0,0,0,,Tania
DSCN1668,92,2,Playa Pelonas,,arana,,,8,2022,ago-22,210.847,6,0,0,0,0,,Tania
DSCN1669,92,3,Playa Pelonas,,arana,,,8,2022,ago-22,166.27,5,0,0,0,0,,Tania
DSCN1670,92,4,Playa Pelonas,,arana,,,8,2022,ago-22,64.237,4,0,0,0,0,,Tania
DSCN1671,92,5,Playa Pelonas,,arana,,,8,2022,ago-22,347.64,8,0,0,0,0,,Tania
DSCN1672,92,6,Playa Pelonas,,arana,,,8,2022,ago-22,182.421,3,0,0,0,0,,Tania
DSCN1673,92,7,Playa Pelonas,,arana,,,8,2022,ago-22,1070.375,15,0,0,0,0,,Tania
DSCN1640,93,1,Playa Pelonas,,arana,,,8,2022,ago-22,152.249,6,0,0,1,0,,Tania
DSCN1641,93,2,Playa Pelonas,,arana,,,8,2022,ago-22,177.173,4,0,0,0,0,,Tania
DSCN1642,93,3,Playa Pelonas,,arana,,,8,2022,ago-22,238.888,4,0,0,0,0,,Tania
DSCN1643,93,4,Playa Pelonas,,arana,,,8,2022,ago-22,188.055,5,0,0,0,0,,Tania
DSCN1644,93,5,Playa Pelonas,,arana,,,8,2022,ago-22,106.233,5,0,1,1,0,Repetida con 45,Tania
DSCN1646,93,6,Playa Pelonas,,arana,,,8,2022,ago-22,172.013,6,0,0,1,0,,Tania
DSCN1647,93,7,Playa Pelonas,,arana,,,8,2022,ago-22,614.772,17,0,0,0,0,,Tania
DSCN1675,94,1,Playa Pelonas,,arana,,,8,2022,ago-22,54.578,3,0,0,0,0,,Tania
DSCN1676,94,2,Playa Pelonas,,arana,,,8,2022,ago-22,65.394,3,0,1,0,0,,Tania
DSCN1677,94,3,Playa Pelonas,,arana,,,8,2022,ago-22,94.22,2,0,0,0,0,,Tania
DSCN1678,94,4,Playa Pelonas,,arana,,,8,2022,ago-22,59.288,2,0,0,0,0,,Tania
DSCN1679,94,5,Playa Pelonas,,arana,,,8,2022,ago-22,79.499,2,0,0,0,0,,Tania
DSCN1680,94,6,Playa Pelonas,,arana,,,8,2022,ago-22,82.114,4,0,0,0,0,,Tania
DSCN1681,94,7,Playa Pelonas,,arana,,,8,2022,ago-22,139.65,5,0,0,0,0,,Tania
DSCN8842,91,1,Playa Pelonas,,arana,,,9,2022,22-Sep,139.942,4,0,0,2,0,,Tania
DSCN8843,91,2,Playa Pelonas,,arana,,,9,2022,22-Sep,60.296,3,0,0,1,0,,Tania
DSCN8844,91,3,Playa Pelonas,,arana,,,9,2022,22-Sep,106.254,3,0,0,1,0,,Tania
DSCN8845,91,4,Playa Pelonas,,arana,,,9,2022,22-Sep,167.382,4,0,0,0,0,,Tania
DSCN8846,91,5,Playa Pelonas,,arana,,,9,2022,22-Sep,60.733,1,0,0,1,0,,Tania
DSCN8847,91,6,Playa Pelonas,,arana,,,9,2022,22-Sep,103.451,5,0,0,0,0,Repetida con 8847,Tania
DSCN8849,91,7,Playa Pelonas,,arana,,,9,2022,22-Sep,911.905,12,0,0,0,0,,Tania
DSCN8808,92,1,Playa Pelonas,,arana,,,9,2022,22-Sep,439.653,8,0,0,0,0,,Tania
DSCN8809,92,2,Playa Pelonas,,arana,,,9,2022,22-Sep,308.643,5,0,0,0,0,,Tania
DSCN8810,92,3,Playa Pelonas,,arana,,,9,2022,22-Sep,260.479,6,0,0,0,0,,Tania
DSCN8811,92,4,Playa Pelonas,,arana,,,9,2022,22-Sep,222.46,5,0,0,0,0,,Tania
DSCN8812,92,5,Playa Pelonas,,arana,,,9,2022,22-Sep,346.834,6,1,0,0,0,,Tania
DSCN8813,92,6,Playa Pelonas,,arana,,,9,2022,22-Sep,170.137,3,0,0,0,0,,Tania
DSCN8814,92,7,Playa Pelonas,,arana,,,9,2022,22-Sep,886.26,15,0,0,0,0,,Tania
DSCN8333,93,1,Playa Pelonas,,arana,,,9,2022,22-Sep,99.315,6,0,0,1,0,,Tania
DSCN8334,93,2,Playa Pelonas,,arana,,,9,2022,22-Sep,162.563,3,0,0,0,0,,Tania
DSCN8335,93,3,Playa Pelonas,,arana,,,9,2022,22-Sep,201.185,4,0,0,0,0,,Tania
DSCN8336,93,4,Playa Pelonas,,arana,,,9,2022,22-Sep,81.647,3,0,0,0,0,,Tania
DSCN8338,93,5,Playa Pelonas,,arana,,,9,2022,22-Sep,131.128,7,0,1,2,0,Repetida con la 37,Tania
DSCN8339,93,6,Playa Pelonas,,arana,,,9,2022,22-Sep,192.469,8,0,0,1,0,,Tania
DSCN8340,93,7,Playa Pelonas,,arana,,,9,2022,22-Sep,674.262,16,2,0,0,0,,Tania
DSCN8800,94,1,Playa Pelonas,,arana,,,9,2022,22-Sep,640.994,4,0,0,0,0,,Tania
DSCN8801,94,2,Playa Pelonas,,arana,,,9,2022,22-Sep,79.084,3,0,1,0,0,,Tania
DSCN8802,94,3,Playa Pelonas,,arana,,,9,2022,22-Sep,102.205,4,0,0,0,0,,Tania
DSCN8803,94,4,Playa Pelonas,,arana,,,9,2022,22-Sep,103.207,4,0,0,0,0,,Tania
DSCN8804,94,5,Playa Pelonas,,arana,,,9,2022,22-Sep,87.966,3,0,0,0,0,,Tania
DSCN8805,94,6,Playa Pelonas,,arana,,,9,2022,22-Sep,64.373,4,0,0,0,0,,Tania
DSCN8806,94,7,Playa Pelonas,,arana,,,9,2022,22-Sep,160.86,5,0,0,0,0,,Tania
DSCN9466,91,1,Playa Pelonas,,arana,,,10,2022,22-Oct,131.457,3,0,0,1,0,,Tania
DSCN9467,91,2,Playa Pelonas,,arana,,,10,2022,22-Oct,73.828,3,0,0,0,0,,Tania
DSCN9468,91,3,Playa Pelonas,,arana,,,10,2022,22-Oct,105.909,3,0,0,0,0,,Tania
DSCN9469,91,4,Playa Pelonas,,arana,,,10,2022,22-Oct,136.912,3,0,0,0,0,,Tania
DSCN9470,91,5,Playa Pelonas,,arana,,,10,2022,22-Oct,42.128,1,0,0,0,0,,Tania
DSCN9471,91,6,Playa Pelonas,,arana,,,10,2022,22-Oct,84.036,5,0,0,0,0,,Tania
DSCN9472,91,7,Playa Pelonas,,arana,,,10,2022,22-Oct,701.098,9,0,0,0,2,,Tania
DSCN9433,92,1,Playa Pelonas,,arana,,,10,2022,22-Oct,473.112,7,0,0,0,0,,Tania
DSCN9434,92,2,Playa Pelonas,,arana,,,10,2022,22-Oct,206.626,5,0,0,0,0,,Tania
DSCN9435,92,3,Playa Pelonas,,arana,,,10,2022,22-Oct,270.608,6,0,0,0,0,,Tania
DSCN9436,92,4,Playa Pelonas,,arana,,,10,2022,22-Oct,268.129,6,0,0,0,0,,Tania
DSCN9437,92,5,Playa Pelonas,,arana,,,10,2022,22-Oct,384.93,6,0,0,0,0,,Tania
DSCN9438,92,6,Playa Pelonas,,arana,,,10,2022,22-Oct,163.847,4,0,0,0,0,,Tania
DSCN9439,92,7,Playa Pelonas,,arana,,,10,2022,22-Oct,1030.1,13,0,0,0,0,,Tania
DSCN9458,93,1,Playa Pelonas,,arana,,,10,2022,22-Oct,168.578,6,0,0,1,0,,Tania
DSCN9459,93,2,Playa Pelonas,,arana,,,10,2022,22-Oct,179.396,4,0,0,0,0,,Tania
DSCN9460,93,3,Playa Pelonas,,arana,,,10,2022,22-Oct,229.511,5,0,0,0,0,,Tania
DSCN9461,93,4,Playa Pelonas,,arana,,,10,2022,22-Oct,51.568,3,0,0,1,0,,Tania
DSCN9462,93,5,Playa Pelonas,,arana,,,10,2022,22-Oct,129.841,7,1,0,2,0,,Tania
DSCN9463,93,6,Playa Pelonas,,arana,,,10,2022,22-Oct,174.783,8,0,0,0,0,,Tania
DSCN9464,93,7,Playa Pelonas,,arana,,,10,2022,22-Oct,904.979,22,0,0,1,0,,Tania
DSCN9424,94,1,Playa Pelonas,,arana,,,10,2022,22-Oct,77.45,3,0,0,0,0,,Tania
DSCN9425,94,2,Playa Pelonas,,arana,,,10,2022,22-Oct,111.177,4,0,0,1,0,,Tania
DSCN9426,94,3,Playa Pelonas,,arana,,,10,2022,22-Oct,106.924,3,0,0,1,0,,Tania
DSCN9427,94,4,Playa Pelonas,,arana,,,10,2022,22-Oct,78.469,3,0,0,0,0,,Tania
DSCN9428,94,5,Playa Pelonas,,arana,,,10,2022,22-Oct,76.064,3,0,0,0,0,,Tania
DSCN9429,94,6,Playa Pelonas,,arana,,,10,2022,22-Oct,61.347,4,0,0,0,0,,Tania
DSCN9430,94,7,Playa Pelonas,,arana,,,10,2022,22-Oct,305.268,9,0,0,0,0,,Tania
DSCN0293,91,1,Playa Pelonas,,arana,,,12,2022,dic-22,107.521,3,0,0,2,0,,Tania
DSCN0294,91,2,Playa Pelonas,,arana,,,12,2022,dic-22,137.708,6,0,0,0,0,,Tania
DSCN0295,91,3,Playa Pelonas,,arana,,,12,2022,dic-22,142.894,4,0,0,0,0,,Tania
DSCN0296,91,4,Playa Pelonas,,arana,,,12,2022,dic-22,130.768,4,0,0,0,0,,Tania
DSCN0297,91,5,Playa Pelonas,,arana,,,12,2022,dic-22,112.122,5,0,0,0,0,,Tania
DSCN0298,91,6,Playa Pelonas,,arana,,,12,2022,dic-22,122.267,6,0,0,0,0,,Tania
DSCN0299,91,7,Playa Pelonas,,arana,,,12,2022,dic-22,1258.021,15,0,0,0,1,,Tania
DSCN0268,92,1,Playa Pelonas,,arana,,,12,2022,dic-22,559.606,7,0,0,0,0,,Tania
DSCN0269,92,2,Playa Pelonas,,arana,,,12,2022,dic-22,366.986,5,0,0,0,0,,Tania
DSCN0270,92,3,Playa Pelonas,,arana,,,12,2022,dic-22,380.927,8,0,0,0,0,,Tania
DSCN0271,92,4,Playa Pelonas,,arana,,,12,2022,dic-22,236.703,6,0,0,0,0,,Tania
DSCN0272,92,5,Playa Pelonas,,arana,,,12,2022,dic-22,442.579,10,0,0,0,0,,Tania
DSCN0273,92,6,Playa Pelonas,,arana,,,12,2022,dic-22,233.459,4,0,0,0,0,,Tania
DSCN0274,92,7,Playa Pelonas,,arana,,,12,2022,dic-22,1474.21,20,0,0,0,0,,Tania
DSCN0285,93,1,Playa Pelonas,,arana,,,12,2022,dic-22,169.629,7,0,0,0,0,,Tania
DSCN0286,93,2,Playa Pelonas,,arana,,,12,2022,dic-22,176.856,3,0,0,0,0,,Tania
DSCN0287,93,3,Playa Pelonas,,arana,,,12,2022,dic-22,282.439,4,0,0,0,0,,Tania
DSCN0288,93,4,Playa Pelonas,,arana,,,12,2022,dic-22,123.028,5,0,0,0,0,,Tania
DSCN0289,93,5,Playa Pelonas,,arana,,,12,2022,dic-22,173.288,7,0,0,1,0,,Tania
DSCN0290,93,6,Playa Pelonas,,arana,,,12,2022,dic-22,173.015,6,0,0,0,0,,Tania
DSCN0291,93,7,Playa Pelonas,,arana,,,12,2022,dic-22,808.849,19,0,0,0,1,,Tania
DSCN0260,94,1,Playa Pelonas,,arana,,,12,2022,dic-22,82.52,3,0,0,0,0,,Tania
DSCN0261,94,2,Playa Pelonas,,arana,,,12,2022,dic-22,51.168,2,0,0,2,0,,Tania
DSCN0262,94,3,Playa Pelonas,,arana,,,12,2022,dic-22,107.672,3,0,0,1,0,,Tania
DSCN0263,94,4,Playa Pelonas,,arana,,,12,2022,dic-22,89.701,3,0,0,2,0,,Tania
DSCN0264,94,5,Playa Pelonas,,arana,,,12,2022,dic-22,108.066,4,0,0,1,0,,Tania
DSCN0265,94,6,Playa Pelonas,,arana,,,12,2022,dic-22,74.758,4,0,0,0,0,,Tania
DSCN0266,94,7,Playa Pelonas,,arana,,,12,2022,dic-22,474.04,14,0,0,1,0,,Tania
DSCN1109,91,1,Playa Pelonas,,arana,,,1,2023,ene-23,163.44,3,0,0,0,0,,Tania
DSCN1110,91,2,Playa Pelonas,,arana,,,1,2023,ene-23,142.406,4,0,0,0,0,,Tania
DSCN1111,91,3,Playa Pelonas,,arana,,,1,2023,ene-23,271.947,5,0,0,0,0,,Tania
DSCN1112,91,4,Playa Pelonas,,arana,,,1,2023,ene-23,222.901,7,0,0,0,0,,Tania
DSCN1113,91,5,Playa Pelonas,,arana,,,1,2023,ene-23,240.332,7,0,0,0,0,,Tania
DSCN1114,91,6,Playa Pelonas,,arana,,,1,2023,ene-23,135.296,4,0,0,0,0,,Tania
DSCN1115,91,7,Playa Pelonas,,arana,,,1,2023,ene-23,321.931,7,0,0,0,0,,Tania
DSCN1151,92,1,Playa Pelonas,,arana,,,1,2023,ene-23,585.272,8,0,0,0,0,,Tania
DSCN1152,92,2,Playa Pelonas,,arana,,,1,2023,ene-23,731.591,7,0,0,0,0,,Tania
DSCN1153,92,3,Playa Pelonas,,arana,,,1,2023,ene-23,457.888,5,0,0,0,0,,Tania
DSCN1154,92,4,Playa Pelonas,,arana,,,1,2023,ene-23,382.596,6,0,0,0,0,,Tania
DSCN1155,92,5,Playa Pelonas,,arana,,,1,2023,ene-23,571.381,8,0,0,0,0,,Tania
DSCN1156,92,6,Playa Pelonas,,arana,,,1,2023,ene-23,475.511,7,0,0,0,0,,Tania
DSCN1157,92,7,Playa Pelonas,,arana,,,1,2023,ene-23,1625.973,17,0,0,0,0,,Tania
DSCN1118,93,1,Playa Pelonas,,arana,,,1,2023,ene-23,203.222,5,0,0,0,0,,Tania
DSCN1119,93,2,Playa Pelonas,,arana,,,1,2023,ene-23,348.108,7,0,0,0,0,,Tania
DSCN1120,93,3,Playa Pelonas,,arana,,,1,2023,ene-23,281.178,7,0,0,0,0,,Tania
DSCN1121,93,4,Playa Pelonas,,arana,,,1,2023,ene-23,321.011,7,0,0,0,0,,Tania
DSCN1122,93,5,Playa Pelonas,,arana,,,1,2023,ene-23,394.631,4,0,0,0,0,,Tania
DSCN1123,93,6,Playa Pelonas,,arana,,,1,2023,ene-23,244.496,3,0,0,0,0,,Tania
DSCN1124,93,7,Playa Pelonas,,arana,,,1,2023,ene-23,947.993,15,0,0,0,0,,Tania
DSCN1142,94,1,Playa Pelonas,,arana,,,1,2023,ene-23,200.447,3,0,0,0,0,,Tania
DSCN1143,94,2,Playa Pelonas,,arana,,,1,2023,ene-23,94.085,3,0,0,0,0,,Tania
DSCN1144,94,3,Playa Pelonas,,arana,,,1,2023,ene-23,151.104,4,0,0,0,0,,Tania
DSCN1145,94,4,Playa Pelonas,,arana,,,1,2023,ene-23,155.242,4,0,0,0,0,,Tania
DSCN1146,94,5,Playa Pelonas,,arana,,,1,2023,ene-23,135.667,2,0,0,0,0,,Tania
DSCN1147,94,6,Playa Pelonas,,arana,,,1,2023,ene-23,124.08,3,0,0,0,0,"Hay uno que esta empezando a blanquearse, pero aún no",Tania
DSCN1148,94,7,Playa Pelonas,,arana,,,1,2023,ene-23,420.78,12,0,0,0,0,Repetida con la 1149,Tania
DSCN1733,91,1,Playa Pelonas,,arana,,,2,2023,23-Feb,175.654,3,0,0,0,0,,Tania
DSCN1734,91,2,Playa Pelonas,,arana,,,2,2023,23-Feb,151.755,3,0,0,0,2,,Tania
DSCN1735,91,3,Playa Pelonas,,arana,,,2,2023,23-Feb,177.938,3,0,0,0,0,,Tania
DSCN1736,91,4,Playa Pelonas,,arana,,,2,2023,23-Feb,287.011,6,0,0,0,0,,Tania
DSCN1737,91,5,Playa Pelonas,,arana,,,2,2023,23-Feb,226.777,4,0,0,0,0,,Tania
DSCN1738,91,6,Playa Pelonas,,arana,,,2,2023,23-Feb,148.254,5,0,0,0,0,,Tania
DSCN1739,91,7,Playa Pelonas,,arana,,,2,2023,23-Feb,1239.182,10,0,0,0,1,,Tania
DSCN1757,92,1,Playa Pelonas,,arana,,,2,2023,23-Feb,586.355,6,0,0,0,0,,Tania
DSCN1758,92,2,Playa Pelonas,,arana,,,2,2023,23-Feb,521.637,6,0,0,0,0,,Tania
DSCN1759,92,3,Playa Pelonas,,arana,,,2,2023,23-Feb,671.131,8,0,0,0,1,,Tania
DSCN1760,92,4,Playa Pelonas,,arana,,,2,2023,23-Feb,452.485,6,0,0,0,0,,Tania
DSCN1761,92,5,Playa Pelonas,,arana,,,2,2023,23-Feb,721.316,8,0,0,0,1,,Tania
DSCN1762,92,6,Playa Pelonas,,arana,,,2,2023,23-Feb,560.254,3,0,0,0,0,,Tania
DSCN1763,92,7,Playa Pelonas,,arana,,,2,2023,23-Feb,1370.075,11,0,0,0,2,,Tania
DSCN1741,93,1,Playa Pelonas,,arana,,,2,2023,23-Feb,245.349,5,0,0,1,1,,Tania
DSCN1742,93,2,Playa Pelonas,,arana,,,2,2023,23-Feb,320.761,7,0,0,1,0,,Tania
DSCN1743,93,3,Playa Pelonas,,arana,,,2,2023,23-Feb,224.586,7,0,0,1,0,,Tania
DSCN1744,93,4,Playa Pelonas,,arana,,,2,2023,23-Feb,279.714,6,0,0,0,0,,Tania
DSCN1745,93,5,Playa Pelonas,,arana,,,2,2023,23-Feb,375.172,5,0,0,0,1,,Tania
DSCN1746,93,6,Playa Pelonas,,arana,,,2,2023,23-Feb,299.89,3,0,0,0,0,,Tania
DSCN1747,93,7,Playa Pelonas,,arana,,,2,2023,23-Feb,1195.271,13,0,0,0,0,,Tania
DSCN1765,94,1,Playa Pelonas,,arana,,,2,2023,23-Feb,126.474,2,0,0,0,0,,Tania
DSCN1766,94,2,Playa Pelonas,,arana,,,2,2023,23-Feb,109.898,3,0,0,0,0,,Tania
DSCN1767,94,3,Playa Pelonas,,arana,,,2,2023,23-Feb,193.19,4,0,0,0,0,,Tania
DSCN1768,94,4,Playa Pelonas,,arana,,,2,2023,23-Feb,187.554,3,0,0,0,0,,Tania
DSCN1769,94,5,Playa Pelonas,,arana,,,2,2023,23-Feb,28.726,1,0,0,0,0,,Tania
DSCN1770,94,6,Playa Pelonas,,arana,,,2,2023,23-Feb,125.414,4,0,0,1,0,,Tania
DSCN1771,94,7,Playa Pelonas,,arana,,,2,2023,23-Feb,719.152,14,0,0,0,1,,Tania
DSCN2417,91,1,Playa Pelonas,,arana,,,3,2023,23-Mar,237.903,3,0,1,0,0,,Tania
DSCN2418,91,2,Playa Pelonas,,arana,,,3,2023,23-Mar,255.925,5,0,0,1,0,,Tania
DSCN2419,91,3,Playa Pelonas,,arana,,,3,2023,23-Mar,176.184,3,0,0,0,0,,Tania
DSCN2420,91,4,Playa Pelonas,,arana,,,3,2023,23-Mar,240.486,5,0,0,0,1,,Tania
DSCN2421,91,5,Playa Pelonas,,arana,,,3,2023,23-Mar,445.555,5,0,0,0,0,,Tania
DSCN2422,91,6,Playa Pelonas,,arana,,,3,2023,23-Mar,232.735,4,0,0,0,0,,Tania
DSCN2423,91,7,Playa Pelonas,,arana,,,3,2023,23-Mar,1552.859,8,0,0,0,1,,Tania
DSCN2433,92,1,Playa Pelonas,,arana,,,3,2023,23-Mar,734.699,8,0,0,0,0,,Tania
DSCN2434,92,2,Playa Pelonas,,arana,,,3,2023,23-Mar,779.976,8,0,0,0,0,,Tania
DSCN2435,92,3,Playa Pelonas,,arana,,,3,2023,23-Mar,668.901,5,0,0,0,0,,Tania
DSCN2436,92,4,Playa Pelonas,,arana,,,3,2023,23-Mar,426.477,7,0,0,0,0,,Tania
DSCN2437,92,5,Playa Pelonas,,arana,,,3,2023,23-Mar,524.632,6,0,0,0,0,,Tania
DSCN2438,92,6,Playa Pelonas,,arana,,,3,2023,23-Mar,583.851,6,0,0,0,0,,Tania
DSCN2439,92,7,Playa Pelonas,,arana,,,3,2023,23-Mar,1373.74,14,0,0,0,0,,Tania
DSCN2409,93,1,Playa Pelonas,,arana,,,3,2023,23-Mar,309.593,6,0,0,0,0,,Tania
DSCN2410,93,2,Playa Pelonas,,arana,,,3,2023,23-Mar,172.311,4,0,0,0,0,,Tania
DSCN2411,93,3,Playa Pelonas,,arana,,,3,2023,23-Mar,340.405,7,0,0,0,0,,Tania
DSCN2412,93,4,Playa Pelonas,,arana,,,3,2023,23-Mar,295.395,4,0,0,0,0,,Tania
DSCN2413,93,5,Playa Pelonas,,arana,,,3,2023,23-Mar,512.1,5,0,0,0,0,,Tania
DSCN2414,93,6,Playa Pelonas,,arana,,,3,2023,23-Mar,343.395,3,0,0,0,0,,Tania
DSCN2415,93,7,Playa Pelonas,,arana,,,3,2023,23-Mar,989.756,13,0,0,0,0,,Tania
DSCN2441,94,1,Playa Pelonas,,arana,,,3,2023,23-Mar,159.562,2,0,0,0,0,,Tania
DSCN2442,94,2,Playa Pelonas,,arana,,,3,2023,23-Mar,123.834,3,0,0,0,0,,Tania
DSCN2443,94,3,Playa Pelonas,,arana,,,3,2023,23-Mar,284.105,4,0,0,0,0,,Tania
DSCN2444,94,4,Playa Pelonas,,arana,,,3,2023,23-Mar,182.728,3,0,0,1,0,,Tania
DSCN2445,94,5,Playa Pelonas,,arana,,,3,2023,23-Mar,174.48,2,0,1,0,0,,Tania
